0.5086655508103965,-50.0,-50.0,2.5487694438169477,-27.6582374154859,-26.256828871577333,0.5086655508103965,-50.0,-50.0,2.5487694438169477,-27.6582374154859,-26.256828871577333,3.2266357392713623,-50.0,-50.0,-4.927366385073816,-26.374746429812163,-26.26333820594388,3.2266357392713623,-50.0,-50.0,-4.927366385073816,-26.374746429812163,-26.26333820594388
5.502018,-28.398645,-29.110199,9.265591,-15.284279,-14.851173,2.0942764,-28.696138,-26.279142,12.400356,-15.540878,-14.916035,13.700451,-27.980492,-29.539919,5.2582474,-14.309013,-13.595654,9.34811,-28.805141,-28.904638,1.8195381,-17.666363,-15.000233
5.5990906,-26.223316,-27.270994,8.765038,-17.365372,-16.931313,4.4169044,-26.521103,-24.519903,11.076359,-17.493397,-17.128521,12.396694,-26.524647,-27.169025,5.7364464,-16.659153,-16.271805,9.086193,-26.692581,-26.655277,4.3420105,-18.212965,-16.73013
6.3560677,-25.013601,-25.81509,8.548721,-18.579626,-18.316748,5.705799,-25.243876,-23.659859,10.30209,-18.653732,-18.431128,11.380692,-25.265753,-25.715088,6.4478607,-18.164104,-17.968056,8.760483,-25.36025,-25.340237,5.6465454,-19.162472,-18.179663
6.871994,-24.152142,-24.780779,8.373756,-19.413448,-19.25137,6.558876,-24.334831,-23.054296,9.743271,-19.443892,-19.321556,10.649254,-24.3656,-24.693611,6.9281235,-19.170282,-19.132374,8.523132,-24.434969,-24.422667,6.5146484,-19.798096,-19.165775
7.2311172,-23.533333,-24.038536,8.24852,-19.99729,-19.903172,7.148266,-23.681448,-22.623194,9.341488,-19.99648,-19.943869,10.12154,-23.720478,-23.959568,7.2625885,-19.872173,-19.944153,8.354256,-23.771517,-23.763184,7.1167755,-20.238192,-19.854506
7.4843216,-23.086946,-23.502693,8.158463,-20.41103,-20.364187,7.56192,-23.209679,-22.313583,9.051308,-20.388107,-20.384468,9.739349,-23.255613,-23.429384,7.498661,-20.368631,-20.517683,8.233067,-23.29317,-23.2869,7.5405846,-20.548603,-20.341959
7.664459,-22.764189,-23.11506,8.093449,-20.706444,-20.692875,7.8551903,-22.868351,-22.090338,8.841278,-20.667767,-20.698822,9.462208,-22.91978,-23.045723,7.6667786,-20.722616,-20.92625,8.145733,-22.947392,-22.94222,7.841675,-20.769547,-20.68962
7.7933693,-22.530571,-22.8344,8.046425,-20.918365,-20.928392,8.064507,-22.621193,-21.929035,8.689133,-20.868399,-20.92419,9.261173,-22.676867,-22.767883,7.787174,-20.976295,-21.218836,8.082653,-22.697126,-22.692577,8.056877,-20.927704,-20.938776
7.885971,-22.3614,-22.63112,8.012394,-21.070839,-21.097706,8.214565,-22.442162,-21.812374,8.578888,-21.012768,-21.086273,9.115356,-22.501047,-22.566614,7.873703,-21.158688,-21.429092,8.037033,-22.5159,-22.511707,8.211311,-21.041327,-21.117916
7.952656,-22.238873,-22.483873,7.987751,-21.18076,-21.21969,8.322456,-22.312462,-21.727943,8.498993,-21.116863,-21.203083,9.009621,-22.373749,-22.420809,7.9360504,-21.290113,-21.58054,8.004021,-22.384634,-22.380655,8.322441,-21.12316,-21.246994
8.000759,-22.15012,-22.377209,7.969898,-21.26012,-21.307713,8.4002,-22.218506,-21.666822,8.441101,-21.192005,-21.287392,8.9329605,-22.281569,-22.315186,7.9810295,-21.38496,-21.689798,7.9801254,-22.28955,-22.285711,8.402554,-21.182186,-21.340134
8.035503,-22.085836,-22.299942,7.9569664,-21.31746,-21.371296,8.456299,-22.150448,-21.62257,8.3991585,-21.246307,-21.3483,8.877403,-22.214813,-22.238667,8.013519,-21.453474,-21.768707,7.962818,-22.220678,-22.216919,8.460384,-21.224821,-21.407415
